[2026-03-07 15:45:00.565343] Team OpenRouter:OR Trinity Large Free | FEN: rnbqkb1r/pppppppp/8/6n1/3P4/2N5/PPP1PPPP/R1BQKB1R b KQkq - 0 4 | Nxg5
[2026-03-08 11:07:58.771828] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp2pp/8/1p1Pp3/Pb1n1p2/2nB4/1PP2PPP/R1BQK2R w KQkq - 0 11 | e4
[2026-03-08 11:07:59.353201] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp2pp/8/1p1Pp3/Pb1n1p2/2nB4/1PP2PPP/R1BQK2R w KQkq - 0 11 | d3
[2026-03-08 11:10:19.721800] Team OpenRouter:OR Trinity Large Free | FEN: r1bqkbnr/1ppp1ppp/p1B5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4 | Nc6
[2026-03-08 11:10:56.693401] Team Google:Gemini 3.0 Flash Preview | FEN: r1bqkb1r/1ppp1ppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 1 5 | dxc3
[2026-03-08 11:10:58.768187] Team Google:Gemini 3.0 Flash Preview | FEN: r1bqkb1r/1ppp1ppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 1 5 | bxc3
[2026-03-08 11:11:00.470255] Team Google:Gemini 3.0 Flash Preview | FEN: r1bqkb1r/1ppp1ppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 1 5 | dxc6
[2026-03-08 11:11:01.447021] Team Google:Gemini 3.0 Flash Preview | FEN: r1bqkb1r/1ppp1ppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 1 5 | dxc6
[2026-03-08 11:11:03.350961] Team Google:Gemini 3.0 Flash Preview | FEN: r1bqkb1r/1ppp1ppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 1 5 | bxc6
[2026-03-08 11:11:04.794479] Team Google:Gemma 3 1B (Google) | FEN: r1bqkb1r/1ppp1ppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 1 5 | e4
[2026-03-08 11:11:31.735958] Team OpenRouter:OR Trinity Large Free | FEN: r1bqkb1r/1ppp1ppp/p1B2n2/4p3/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5 | d6
[2026-03-08 11:11:44.412026] Team OpenRouter:OR Trinity Large Free | FEN: r1bqkb1r/1ppp1ppp/p1B2n2/4p3/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5 | e5
[2026-03-08 11:12:09.311614] Team Google:Gemma 3 1B (Google) | FEN: r1bqk2r/1pppbppp/p1B2n2/4p3/3PP3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 6 | e4
[2026-03-08 11:12:10.217811] Team Google:Gemma 3 1B (Google) | FEN: r1bqk2r/1pppbppp/p1B2n2/4p3/3PP3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 6 | d2
[2026-03-08 11:12:10.991313] Team Google:Gemma 3 1B (Google) | FEN: r1bqk2r/1pppbppp/p1B2n2/4p3/3PP3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 6 | c5
[2026-03-08 11:12:42.568975] Team OpenRouter:OR Trinity Large Free | FEN: r1bqk2r/1pppbppp/p1B2n2/4p3/3PP3/2P2N2/PP3PPP/RNBQK2R b KQkq - 0 6 | Nxh3+
[2026-03-08 11:13:10.376298] Team Google:Gemma 3 1B (Google) | FEN: r1bq1rk1/1pppbppp/p1B2n2/4p3/3PP3/2P2N2/PP3PPP/RNBQK2R w KQ - 1 7 | Nf3
[2026-03-08 11:13:11.883077] Team Google:Gemma 3 1B (Google) | FEN: r1bq1rk1/1pppbppp/p1B2n2/4p3/3PP3/2P2N2/PP3PPP/RNBQK2R w KQ - 1 7 | Nf3
[2026-03-08 11:13:13.609928] Team Google:Gemma 3 1B (Google) | FEN: r1bq1rk1/1pppbppp/p1B2n2/4p3/3PP3/2P2N2/PP3PPP/RNBQK2R w KQ - 1 7 | Nf3
[2026-03-08 11:13:14.915267] Team Google:Gemma 3 1B (Google) | FEN: r1bq1rk1/1pppbppp/p1B2n2/4p3/3PP3/2P2N2/PP3PPP/RNBQK2R w KQ - 1 7 | Nf3
[2026-03-08 11:13:16.155262] Team Google:Gemma 3 1B (Google) | FEN: r1bq1rk1/1pppbppp/p1B2n2/4p3/3PP3/2P2N2/PP3PPP/RNBQK2R w KQ - 1 7 | Nf3
[2026-03-08 11:13:17.668001] Team Google:Gemma 3 27B (Google) | FEN: r1bq1rk1/1pppbppp/p1B2n2/4p3/3PP3/2P2N2/PP3PPP/RNBQK2R w KQ - 1 7 | Nf3
[2026-03-08 11:18:26.503607] Team OpenRouter:OR Trinity Large Free | FEN: r5r1/1pN2kp1/p4n2/8/2b5/2P1K3/PP3PPP/R6R b - - 0 23 | Bxc7
[2026-03-08 11:20:25.378631] Team OpenRouter:OR Trinity Large Free | FEN: 4r3/1p3k2/p7/6K1/8/2P5/PP3PPP/R6R b - - 0 28 | Re8
[2026-03-08 11:23:30.421725] Team Google:Gemma 3 1B (Google) | FEN: 8/6k1/p7/2P2K2/8/8/P4PPP/R6R w - - 1 37 | Nf6
[2026-03-08 11:23:32.361064] Team Google:Gemma 3 1B (Google) | FEN: 8/6k1/p7/2P2K2/8/8/P4PPP/R6R w - - 1 37 | Nf6
[2026-03-08 11:23:33.711944] Team Google:Gemma 3 1B (Google) | FEN: 8/6k1/p7/2P2K2/8/8/P4PPP/R6R w - - 1 37 | Nf6
[2026-03-08 11:23:35.067885] Team Google:Gemma 3 1B (Google) | FEN: 8/6k1/p7/2P2K2/8/8/P4PPP/R6R w - - 1 37 | Nf6
[2026-03-08 11:23:37.260794] Team Google:Gemma 3 1B (Google) | FEN: 8/6k1/p7/2P2K2/8/8/P4PPP/R6R w - - 1 37 | Nf6
[2026-03-08 11:25:36.683937] Team Google:Gemma 3 27B (Google) | FEN: 7k/8/4K3/p7/8/8/P4PPP/R6R w - - 0 42 | a7
[2026-03-08 11:26:02.235991] Team Google:Gemma 3 27B (Google) | FEN: 6k1/8/4K3/p7/P7/8/5PPP/R6R w - - 1 43 | a4
[2026-03-08 11:30:41.995177] Team OpenRouter:OR Trinity Large Free | FEN: rnbqkb1r/ppp1pppp/2Np1n2/8/8/8/PPPPPPPP/RNBQKB1R b KQkq - 1 3 | Bc6
[2026-03-08 11:32:40.983949] Team OpenRouter:OR Trinity Large Free | FEN: r2qkb1r/ppp1pppp/8/3p1b2/3B4/8/PPP1P1PP/RN2KB1R b KQkq - 0 9 | Qxd4
[2026-03-08 11:40:43.327632] Team OpenRouter:OR Trinity Large Free | FEN: r2k1b2/ppp1p1pB/8/5b2/8/8/PP2K3/RN5R b - - 0 34 | Bf4
[2026-03-08 14:15:59.132098] Team Google:Gemma 3 1B (Google) | FEN: rnbqkb1r/ppp5/3p1npp/4p1p1/8/2N5/PPPPPPPP/R1BQKB1R w KQkq - 0 7 | Nf5
[2026-03-08 14:16:00.610282] Team Google:Gemma 3 1B (Google) | FEN: rnbqkb1r/ppp5/3p1npp/4p1p1/8/2N5/PPPPPPPP/R1BQKB1R w KQkq - 0 7 | Nf5
[2026-03-08 14:16:02.571717] Team Google:Gemma 3 1B (Google) | FEN: rnbqkb1r/ppp5/3p1npp/4p1p1/8/2N5/PPPPPPPP/R1BQKB1R w KQkq - 0 7 | Nf5
[2026-03-08 14:16:04.208038] Team Google:Gemma 3 1B (Google) | FEN: rnbqkb1r/ppp5/3p1npp/4p1p1/8/2N5/PPPPPPPP/R1BQKB1R w KQkq - 0 7 | Nf5
[2026-03-08 14:16:05.366562] Team Google:Gemma 3 1B (Google) | FEN: rnbqkb1r/ppp5/3p1npp/4p1p1/8/2N5/PPPPPPPP/R1BQKB1R w KQkq - 0 7 | Nf6
[2026-03-08 14:36:12.233095] Team OpenRouter:OR Trinity Large Free | FEN: rnbqkb1r/ppp1pppp/5n2/3N4/4P3/8/PPPP1PPP/R1BQKBNR b KQkq - 0 3 | f6
[2026-03-08 14:36:20.892394] Team OpenRouter:OR Trinity Large Free | FEN: rnbqkb1r/ppp1pppp/5n2/3N4/4P3/8/PPPP1PPP/R1BQKBNR b KQkq - 0 3 | d5
[2026-03-08 14:40:05.308308] Team GitHub:GitHub GPT-4o | FEN: r4br1/pppbp2k/6p1/7n/4P3/8/PPPP1PP1/R1B1K1R1 w Q - 0 15 | hxg6
[2026-03-08 15:11:20.475194] Team Google:Gemma 3 1B (Google) | FEN: rnbqkbnr/pppp1ppp/8/4p3/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2 | Nc3
[2026-03-08 15:12:44.830025] Team OpenRouter:OR Trinity Large Free | FEN: rnbqkb1r/pppppppp/8/8/3PN3/8/PPP1PPPP/R1BQKB1R b KQkq - 0 5 | dxe4
[2026-03-08 15:13:20.388690] Team Google:Gemma 3 1B (Google) | FEN: rnbqk2r/ppp2pb1/5npp/3pp3/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 7 | Nc3
[2026-03-08 15:13:22.052049] Team Google:Gemma 3 1B (Google) | FEN: rnbqk2r/ppp2pb1/5npp/3pp3/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 7 | Nf3
[2026-03-08 15:13:23.202658] Team Google:Gemma 3 1B (Google) | FEN: rnbqk2r/ppp2pb1/5npp/3pp3/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 7 | Nf5
[2026-03-08 15:13:50.905301] Team Google:Gemma 3 1B (Google) | FEN: rnbqk2r/ppp2pb1/5npp/4p3/4p3/5N2/PPPPPPPP/R1BQKB1R w KQkq - 0 8 | Nc3
[2026-03-08 15:14:50.604588] Team Google:Gemma 3 1B (Google) | FEN: rnb1k2r/ppp2pb1/5npp/4p3/3qp3/7N/PPPPPPPP/R1BQKB1R w KQkq - 4 10 | Nc3
[2026-03-08 15:15:23.689318] Team Google:Gemma 3 1B (Google) | FEN: rnb1k2r/ppp2pb1/5npp/3qp1N1/4p3/8/PPPPPPPP/R1BQKB1R w KQkq - 6 11 | Nf6
[2026-03-08 15:15:55.929221] Team Google:Gemma 3 1B (Google) | FEN: rnb1k2r/ppp2pb1/5npp/4p1N1/3qp3/8/PPP1PPPP/R1BQKB1R w KQkq - 0 12 | Nf6
[2026-03-08 15:15:57.807156] Team Google:Gemma 3 1B (Google) | FEN: rnb1k2r/ppp2pb1/5npp/4p1N1/3qp3/8/PPP1PPPP/R1BQKB1R w KQkq - 0 12 | d4
[2026-03-08 15:15:59.563007] Team Google:Gemma 3 1B (Google) | FEN: rnb1k2r/ppp2pb1/5npp/4p1N1/3qp3/8/PPP1PPPP/R1BQKB1R w KQkq - 0 12 | d4
[2026-03-08 15:16:01.221335] Team Google:Gemma 3 1B (Google) | FEN: rnb1k2r/ppp2pb1/5npp/4p1N1/3qp3/8/PPP1PPPP/R1BQKB1R w KQkq - 0 12 | d4
[2026-03-08 15:16:02.377851] Team Google:Gemma 3 1B (Google) | FEN: rnb1k2r/ppp2pb1/5npp/4p1N1/3qp3/8/PPP1PPPP/R1BQKB1R w KQkq - 0 12 | d4
[2026-03-08 15:16:27.631254] Team OpenRouter:OR Trinity Large Free | FEN: r2qkb1r/ppp1pppp/5B2/8/3Q4/8/PPP1PPbP/R3KBR1 b Qkq - 1 12 | Kxf1
[2026-03-08 15:20:16.823664] Team OpenRouter:OR Trinity Large Free | FEN: r1q1k2r/ppp1bppp/8/4B3/8/8/PPP1PP1P/R3KbR1 b Qkq - 1 15 | Qxg1
[2026-03-08 15:20:50.268619] Team OpenRouter:OR Trinity Large Free | FEN: r1q1k2r/ppp2ppp/5B2/8/8/8/PPP1PP1P/R3KbR1 b Qkq - 0 16 | f1
[2026-03-08 15:21:10.396757] Team OpenRouter:OR Trinity Large Free | FEN: r1q1k2r/ppp2ppp/5B2/8/8/8/PPP1PP1P/R3KbR1 b Qkq - 0 16 | Qxf6
[2026-03-08 15:21:33.051396] Team OpenRouter:OR Trinity Large Free | FEN: r1q1k2r/ppp2ppp/5B2/8/8/8/PPP1PP1P/R3KbR1 b Qkq - 0 16 | f6
